sim_id,persona,archetype_id,category,question,coverage,source_docs
9768,New Player,Q059,Support,Can I make a Signal public later?,partial,architecture/08-security-and-permissions.md
9769,Builder / Operator,Q038,Security,Does Signal Vault store wallet private keys?,yes,architecture/08-security-and-permissions.md
9770,Tribe Member,Q030,Tribe Vault,Can every tribe define its own trust rules?,partial,phases/phase-11-frontierwarden-integration.md
9771,Solo Scout,Q011,Signals,What is a Signal?,yes,architecture/05-signal-domain-model.md; product/01-product-thesis.md
9772,Tribe Member,Q016,Dossiers,What is a dossier?,yes,product/00-prd.md; architecture/06-ingame-mode.md
9773,Intel Analyst,Q017,Dossiers,What should a gate dossier show?,yes,architecture/06-ingame-mode.md; phases/phase-05-dossiers.md
9774,Tribe Officer,Q044,Developer,What tests are required?,yes,implementation/08-testing-strategy.md
9775,Tribe Member,Q039,Security,How are access codes secured?,yes,architecture/03-viewer-context.md; architecture/08-security-and-permissions.md
9776,Hauler,Q021,Staleness,Why is my Signal stale?,yes,architecture/05-signal-domain-model.md; implementation/08-testing-strategy.md
9777,Solo Scout,Q022,Staleness,Can stale Signals be deleted automatically?,partial,architecture/05-signal-domain-model.md
9778,Intel Analyst,Q034,Smart Assemblies,How does Signal Vault open from a Smart Assembly?,yes,architecture/06-ingame-mode.md; implementation/03-routes.md
9779,Hauler,Q020,Dossiers,Can Signal Vault track systems and routes?,yes,product/02-feature-to-gameplay-map.md; phases/phase-05-dossiers.md
9780,Solo Scout,Q022,Staleness,Can stale Signals be deleted automatically?,partial,architecture/05-signal-domain-model.md
9781,Builder / Operator,Q024,Contradictions,Does Signal Vault decide which report is true?,yes,product/02-feature-to-gameplay-map.md
9782,Hauler,Q014,Signals,What visibility levels exist?,yes,architecture/05-signal-domain-model.md; architecture/08-security-and-permissions.md
9783,Tribe Officer,Q052,Privacy,Who owns tribe data?,gap,phases/phase-08-tribe-vault.md
9784,Hauler,Q012,Signals,How do I create a quick Signal in-game?,yes,architecture/06-ingame-mode.md; phases/phase-04-signals-mvp.md
9785,Builder / Operator,Q060,Support,Can I attach screenshots/files?,gap,product/00-prd.md
9786,Tribe Officer,Q034,Smart Assemblies,How does Signal Vault open from a Smart Assembly?,yes,architecture/06-ingame-mode.md; implementation/03-routes.md
9787,Developer / Maintainer,Q009,Object Resolution,What if two sources disagree about object type?,yes,architecture/04-entity-resolution.md
9788,Tribe Officer,Q029,Tribe Vault,Can officers have private Signals?,yes,architecture/08-security-and-permissions.md; phases/phase-08-tribe-vault.md
9789,Intel Analyst,Q045,Developer,Can an AI assistant rewrite App.tsx into a giant file?,yes,implementation/09-ai-coding-guardrails.md
9790,New Player,Q016,Dossiers,What is a dossier?,yes,product/00-prd.md; architecture/06-ingame-mode.md
9791,Builder / Operator,Q055,Support,What if the in-game browser cannot render the app?,gap,operations/03-risk-register.md
9792,Tribe Officer,Q030,Tribe Vault,Can every tribe define its own trust rules?,partial,phases/phase-11-frontierwarden-integration.md
9793,Builder / Operator,Q009,Object Resolution,What if two sources disagree about object type?,yes,architecture/04-entity-resolution.md
9794,Solo Scout,Q015,Signals,Can anonymous users create public Signals?,yes,architecture/08-security-and-permissions.md; phases/phase-02-viewer-context.md
9795,Hauler,Q021,Staleness,Why is my Signal stale?,yes,architecture/05-signal-domain-model.md; implementation/08-testing-strategy.md
9796,Tribe Member,Q039,Security,How are access codes secured?,yes,architecture/03-viewer-context.md; architecture/08-security-and-permissions.md
9797,Intel Analyst,Q004,Identity/Auth,Does Signal Vault know my EVE character automatically?,partial,architecture/03-viewer-context.md; phases/phase-07-eve-frontier-integration.md
9798,Builder / Operator,Q007,Object Resolution,Can I manually mark an object as a gate or storage unit?,yes,architecture/04-entity-resolution.md; phases/phase-03-entity-resolution.md
9799,Solo Scout,Q018,Dossiers,What should a storage dossier show?,yes,architecture/06-ingame-mode.md; phases/phase-05-dossiers.md
9800,Hauler,Q022,Staleness,Can stale Signals be deleted automatically?,partial,architecture/05-signal-domain-model.md
9801,New Player,Q031,Map/Bridge,Can Signal Vault interact with the in-game map?,partial,phases/phase-10-map-and-bridge.md
9802,Builder / Operator,Q018,Dossiers,What should a storage dossier show?,yes,architecture/06-ingame-mode.md; phases/phase-05-dossiers.md
9803,New Player,Q026,Local First,Where are anonymous notes stored?,yes,decisions/ADR-005-local-first-capture.md; phases/phase-06-local-first-sync.md
9804,Tribe Officer,Q028,Tribe Vault,Can my tribe share Signals?,partial,phases/phase-08-tribe-vault.md
9805,Builder / Operator,Q003,Identity/Auth,How do I log in inside the EVE Frontier in-game browser?,yes,architecture/03-viewer-context.md
9806,Hauler,Q020,Dossiers,Can Signal Vault track systems and routes?,yes,product/02-feature-to-gameplay-map.md; phases/phase-05-dossiers.md
9807,Tribe Member,Q002,Identity/Auth,Can I use Signal Vault without logging in?,yes,architecture/03-viewer-context.md; product/00-prd.md
9808,Hauler,Q035,Smart Assemblies,Can owners set Signal Vault as a custom URL?,partial,product/00-prd.md; phases/phase-07-eve-frontier-integration.md
9809,Developer / Maintainer,Q043,Developer,What is the repo structure?,yes,implementation/00-repo-structure.md
9810,Intel Analyst,Q021,Staleness,Why is my Signal stale?,yes,architecture/05-signal-domain-model.md; implementation/08-testing-strategy.md
9811,Builder / Operator,Q047,Backend,Do we use Supabase or custom API?,yes,architecture/02-backend-architecture.md
9812,Intel Analyst,Q021,Staleness,Why is my Signal stale?,yes,architecture/05-signal-domain-model.md; implementation/08-testing-strategy.md
9813,Solo Scout,Q031,Map/Bridge,Can Signal Vault interact with the in-game map?,partial,phases/phase-10-map-and-bridge.md
9814,New Player,Q060,Support,Can I attach screenshots/files?,gap,product/00-prd.md
9815,New Player,Q012,Signals,How do I create a quick Signal in-game?,yes,architecture/06-ingame-mode.md; phases/phase-04-signals-mvp.md
9816,Solo Scout,Q016,Dossiers,What is a dossier?,yes,product/00-prd.md; architecture/06-ingame-mode.md
9817,New Player,Q014,Signals,What visibility levels exist?,yes,architecture/05-signal-domain-model.md; architecture/08-security-and-permissions.md
9818,Intel Analyst,Q051,Privacy,Can I delete my Signals?,partial,phases/phase-04-signals-mvp.md; implementation/04-api-contracts.md
9819,New Player,Q012,Signals,How do I create a quick Signal in-game?,yes,architecture/06-ingame-mode.md; phases/phase-04-signals-mvp.md
9820,Intel Analyst,Q023,Contradictions,What does contradicted mean?,yes,product/02-feature-to-gameplay-map.md
9821,New Player,Q002,Identity/Auth,Can I use Signal Vault without logging in?,yes,architecture/03-viewer-context.md; product/00-prd.md
9822,Solo Scout,Q020,Dossiers,Can Signal Vault track systems and routes?,yes,product/02-feature-to-gameplay-map.md; phases/phase-05-dossiers.md
9823,Developer / Maintainer,Q050,Release,What are the biggest project risks?,yes,operations/03-risk-register.md
9824,Solo Scout,Q013,Signals,Can I edit a Signal later?,yes,product/00-prd.md; phases/phase-04-signals-mvp.md
9825,Solo Scout,Q023,Contradictions,What does contradicted mean?,yes,product/02-feature-to-gameplay-map.md
9826,Intel Analyst,Q024,Contradictions,Does Signal Vault decide which report is true?,yes,product/02-feature-to-gameplay-map.md
9827,Tribe Member,Q028,Tribe Vault,Can my tribe share Signals?,partial,phases/phase-08-tribe-vault.md
9828,Builder / Operator,Q042,Developer,What dependencies are allowed?,yes,implementation/01-dependency-policy.md
9829,Builder / Operator,Q009,Object Resolution,What if two sources disagree about object type?,yes,architecture/04-entity-resolution.md
9830,Hauler,Q013,Signals,Can I edit a Signal later?,yes,product/00-prd.md; phases/phase-04-signals-mvp.md
9831,Tribe Officer,Q035,Smart Assemblies,Can owners set Signal Vault as a custom URL?,partial,product/00-prd.md; phases/phase-07-eve-frontier-integration.md
9832,Solo Scout,Q033,Map/Bridge,Can it detect my current system?,partial,phases/phase-10-map-and-bridge.md
9833,Intel Analyst,Q022,Staleness,Can stale Signals be deleted automatically?,partial,architecture/05-signal-domain-model.md
9834,Solo Scout,Q021,Staleness,Why is my Signal stale?,yes,architecture/05-signal-domain-model.md; implementation/08-testing-strategy.md
9835,Tribe Officer,Q047,Backend,Do we use Supabase or custom API?,yes,architecture/02-backend-architecture.md
9836,Hauler,Q048,Backend,How are permissions enforced?,yes,architecture/08-security-and-permissions.md
9837,New Player,Q016,Dossiers,What is a dossier?,yes,product/00-prd.md; architecture/06-ingame-mode.md
9838,New Player,Q015,Signals,Can anonymous users create public Signals?,yes,architecture/08-security-and-permissions.md; phases/phase-02-viewer-context.md
9839,Builder / Operator,Q041,Developer,Why not build vanilla TypeScript?,yes,decisions/ADR-001-stack-choice.md
9840,Solo Scout,Q024,Contradictions,Does Signal Vault decide which report is true?,yes,product/02-feature-to-gameplay-map.md
9841,Builder / Operator,Q035,Smart Assemblies,Can owners set Signal Vault as a custom URL?,partial,product/00-prd.md; phases/phase-07-eve-frontier-integration.md
9842,Builder / Operator,Q040,Developer,Why Vite/React instead of Next.js?,yes,decisions/ADR-001-stack-choice.md
9843,Solo Scout,Q021,Staleness,Why is my Signal stale?,yes,architecture/05-signal-domain-model.md; implementation/08-testing-strategy.md
9844,Builder / Operator,Q022,Staleness,Can stale Signals be deleted automatically?,partial,architecture/05-signal-domain-model.md
9845,New Player,Q015,Signals,Can anonymous users create public Signals?,yes,architecture/08-security-and-permissions.md; phases/phase-02-viewer-context.md
9846,Tribe Officer,Q026,Local First,Where are anonymous notes stored?,yes,decisions/ADR-005-local-first-capture.md; phases/phase-06-local-first-sync.md
9847,New Player,Q017,Dossiers,What should a gate dossier show?,yes,architecture/06-ingame-mode.md; phases/phase-05-dossiers.md
9848,Builder / Operator,Q039,Security,How are access codes secured?,yes,architecture/03-viewer-context.md; architecture/08-security-and-permissions.md
9849,Intel Analyst,Q019,Dossiers,Can Signal Vault track markets?,yes,product/02-feature-to-gameplay-map.md; architecture/05-signal-domain-model.md
9850,Tribe Member,Q003,Identity/Auth,How do I log in inside the EVE Frontier in-game browser?,yes,architecture/03-viewer-context.md
9851,Tribe Officer,Q048,Backend,How are permissions enforced?,yes,architecture/08-security-and-permissions.md
9852,Solo Scout,Q021,Staleness,Why is my Signal stale?,yes,architecture/05-signal-domain-model.md; implementation/08-testing-strategy.md
9853,Builder / Operator,Q029,Tribe Vault,Can officers have private Signals?,yes,architecture/08-security-and-permissions.md; phases/phase-08-tribe-vault.md
9854,New Player,Q021,Staleness,Why is my Signal stale?,yes,architecture/05-signal-domain-model.md; implementation/08-testing-strategy.md
9855,Hauler,Q020,Dossiers,Can Signal Vault track systems and routes?,yes,product/02-feature-to-gameplay-map.md; phases/phase-05-dossiers.md
9856,Builder / Operator,Q010,Object Resolution,Can Signal Vault infer gate/storage/turret type from chain data?,partial,architecture/04-entity-resolution.md; phases/phase-07-eve-frontier-integration.md
9857,New Player,Q006,Object Resolution,Why does an object show as unresolved?,yes,architecture/04-entity-resolution.md
9858,Intel Analyst,Q023,Contradictions,What does contradicted mean?,yes,product/02-feature-to-gameplay-map.md
9859,Developer / Maintainer,Q018,Dossiers,What should a storage dossier show?,yes,architecture/06-ingame-mode.md; phases/phase-05-dossiers.md
9860,Builder / Operator,Q043,Developer,What is the repo structure?,yes,implementation/00-repo-structure.md
9861,Builder / Operator,Q012,Signals,How do I create a quick Signal in-game?,yes,architecture/06-ingame-mode.md; phases/phase-04-signals-mvp.md
9862,Solo Scout,Q015,Signals,Can anonymous users create public Signals?,yes,architecture/08-security-and-permissions.md; phases/phase-02-viewer-context.md
9863,Builder / Operator,Q058,Support,What happens if my tribe changes?,gap,architecture/03-viewer-context.md; phases/phase-08-tribe-vault.md
9864,Tribe Officer,Q051,Privacy,Can I delete my Signals?,partial,phases/phase-04-signals-mvp.md; implementation/04-api-contracts.md
9865,Solo Scout,Q021,Staleness,Why is my Signal stale?,yes,architecture/05-signal-domain-model.md; implementation/08-testing-strategy.md
9866,Builder / Operator,Q041,Developer,Why not build vanilla TypeScript?,yes,decisions/ADR-001-stack-choice.md
9867,New Player,Q003,Identity/Auth,How do I log in inside the EVE Frontier in-game browser?,yes,architecture/03-viewer-context.md
9868,Tribe Officer,Q014,Signals,What visibility levels exist?,yes,architecture/05-signal-domain-model.md; architecture/08-security-and-permissions.md
9869,Hauler,Q032,Map/Bridge,Will this replace EF-Map?,yes,product/01-product-thesis.md; decisions/ADR-006-no-graph-first.md
9870,New Player,Q002,Identity/Auth,Can I use Signal Vault without logging in?,yes,architecture/03-viewer-context.md; product/00-prd.md
9871,New Player,Q055,Support,What if the in-game browser cannot render the app?,gap,operations/03-risk-register.md
9872,Tribe Member,Q028,Tribe Vault,Can my tribe share Signals?,partial,phases/phase-08-tribe-vault.md
9873,New Player,Q006,Object Resolution,Why does an object show as unresolved?,yes,architecture/04-entity-resolution.md
9874,Solo Scout,Q011,Signals,What is a Signal?,yes,architecture/05-signal-domain-model.md; product/01-product-thesis.md
9875,New Player,Q018,Dossiers,What should a storage dossier show?,yes,architecture/06-ingame-mode.md; phases/phase-05-dossiers.md
9876,Tribe Officer,Q029,Tribe Vault,Can officers have private Signals?,yes,architecture/08-security-and-permissions.md; phases/phase-08-tribe-vault.md
9877,Tribe Member,Q028,Tribe Vault,Can my tribe share Signals?,partial,phases/phase-08-tribe-vault.md
